100783;Pedro Teixeira;0.5;25
100784;Felipe Gomes;5.8;9
100785;Beatriz Martins;6.8;22
100786;Maria Barbosa;8.7;12
100787;Ana Rocha;5.6;19
100788;Fernanda Rodrigues;2.1;30
100789;Rafael Rocha;6.9;12
100790;Daniel Rodrigues;9.6;28
100791;Julia Ferreira;8.6;1
100792;Aline Oliveira;5.2;27
100793;Daniel Melo;5.6;11
100794;Felipe Barbosa;5.5;20
100795;Gustavo Almeida;3.6;6
100796;Daniel Lima;8.1;21
100797;Thiago Souza;3.9;23
100798;Gustavo Santos;3.7;26
100799;Mariana Barbosa;4.6;19
100800;Aline Rocha;5.1;30
100801;Julia Carvalho;6.9;25
100802;Aline Rocha;3.7;19
100803;Julia Silva;5.5;17
100804;Ana Araujo;0.2;0
100805;Felipe Santos;3.1;25
100806;Thiago Araujo;0.5;23
100807;Camila Carvalho;7.1;27
100808;Gabriel Teixeira;7.9;0
100809;Aline Almeida;9.4;7
100810;Camila Melo;8.0;27
100811;Mariana Barbosa;4.9;25
100812;Felipe Rocha;7.4;28
100813;Thiago Ferreira;0.2;22
100814;Bruno Carvalho;2.5;16
100815;Felipe Teixeira;2.3;6
100816;Ana Rodrigues;2.9;11
100817;Lucas Gomes;7.1;23
100818;Gustavo Barbosa;4.6;19
100819;Beatriz Ferreira;1.4;30
100820;Julia Lima;1.2;24
100821;Patricia Barbosa;1.3;27
100822;Aline Souza;5.1;5
100823;Ana Ferreira;6.2;19
100824;Thiago Martins;7.4;5
100825;Larissa Oliveira;5.9;3
100826;Ana Melo;1.1;29
100827;Patricia Almeida;3.6;2
100828;Bruno Costa;2.7;11
100829;Gustavo Rodrigues;2.4;10
100830;Beatriz Almeida;4.9;5
100831;Joao Gomes;6.4;12
100832;Pedro Rocha;9.0;23
100833;Thiago Melo;5.2;4
100834;Mariana Silva;6.8;30
100835;Mariana Santos;9.2;15
100836;Thiago Ferreira;6.5;26
100837;Ana Lima;8.3;8
100838;Beatriz Ferreira;8.3;2
100839;Felipe Ferreira;0.8;17
100840;Gabriel Araujo;7.7;4
100841;Larissa Ribeiro;3.7;17
100842;Thiago Oliveira;7.2;24
100843;Fernanda Costa;6.6;5
100844;Larissa Melo;4.7;18
100845;Aline Barbosa;2.6;28
100846;Patricia Martins;4.0;9
100847;Ana Rodrigues;5.3;7
100848;Daniel Oliveira;6.4;29
100849;Rafael Barbosa;0.0;3
100850;Maria Souza;1.1;0
100851;Bruno Silva;5.1;3
100852;Thiago Carvalho;5.9;19
100853;Daniel Rodrigues;6.8;17
100854;Larissa Rocha;1.6;27
100855;Pedro Souza;4.4;9
100856;Camila Rodrigues;8.6;20
100857;Felipe Araujo;7.4;22
100858;Patricia Almeida;5.3;25
100859;Mariana Costa;4.1;29
100860;Ana Costa;5.5;14
100861;Aline Teixeira;2.9;13
100862;Rafael Souza;5.0;18
100863;Camila Oliveira;9.2;30
100864;Felipe Rocha;4.1;1
100865;Pedro Dias;5.0;1
100866;Daniel Dias;6.2;18
100867;Patricia Dias;9.0;6
100868;Rafael Lima;7.8;27
100869;Bruno Melo;4.3;21
100870;Pedro Ferreira;2.3;16
100871;Lucas Santos;1.1;26
100872;Rafael Gomes;1.8;26
100873;Gustavo Almeida;7.5;7
100874;Fernanda Gomes;5.6;30
100875;Julia Araujo;4.6;17
100876;Pedro Costa;1.5;11
100877;Gabriel Silva;4.7;20
100878;Beatriz Araujo;8.6;24
100879;Felipe Melo;8.4;23
100880;Fernanda Barbosa;1.4;13
100881;Mariana Souza;3.6;2
100882;Larissa Gomes;1.0;0
100883;Rafael Ferreira;4.0;15
100884;Patricia Carvalho;3.5;28
100885;Patricia Araujo;5.2;13
100886;Maria Gomes;4.5;3
100887;Bruno Melo;6.3;25
100888;Mariana Barbosa;2.2;16
100889;Camila Silva;8.9;3
100890;Daniel Souza;9.2;25
100891;Daniel Rodrigues;2.7;29
100892;Gabriel Almeida;8.3;29
100893;Felipe Teixeira;7.6;0
100894;Lucas Araujo;3.6;5
100895;Camila Lima;5.6;15
100896;Aline Costa;3.3;18
100897;Lucas Dias;9.4;28
100898;Fernanda Lima;10.0;28
100899;Gustavo Carvalho;5.2;19
100900;Lucas Gomes;8.1;4
100901;Pedro Carvalho;2.3;23
100902;Joao Lima;3.0;26
100903;Mariana Araujo;5.3;21
100904;Bruno Ferreira;9.3;19
100905;Ana Carvalho;7.3;13
100906;Rafael Teixeira;1.7;11
100907;Daniel Rocha;1.9;16
100908;Pedro Araujo;9.2;2
100909;Rafael Ferreira;3.4;6
100910;Joao Ribeiro;5.7;0
100911;Camila Souza;2.5;1
100912;Thiago Pereira;3.8;12
100913;Fernanda Dias;4.9;18
100914;Fernanda Almeida;7.2;7
100915;Larissa Dias;8.4;5
100916;Joao Barbosa;6.6;28
100917;Fernanda Ferreira;2.5;3
100918;Maria Carvalho;6.1;16
100919;Maria Araujo;8.7;10
100920;Mariana Oliveira;6.7;18
100921;Larissa Barbosa;7.7;9
100922;Julia Pereira;3.0;2
100923;Mariana Souza;7.3;5
100924;Thiago Almeida;0.0;25
100925;Rafael Pereira;2.6;8
100926;Maria Costa;3.2;2
100927;Julia Melo;4.8;2
100928;Larissa Almeida;6.0;12
100929;Pedro Lima;7.2;6
100930;Patricia Pereira;6.8;14
100931;Ana Santos;4.4;30
100932;Patricia Ferreira;8.0;22
100933;Thiago Souza;9.1;10
100934;Gustavo Almeida;5.3;6
100935;Larissa Carvalho;0.3;9
100936;Aline Lima;5.7;9
100937;Larissa Pereira;9.9;15
100938;Mariana Barbosa;8.2;2
100939;Felipe Rocha;1.3;27
100940;Gustavo Pereira;1.0;26
100941;Pedro Barbosa;3.8;13
100942;Larissa Costa;5.4;24
100943;Mariana Gomes;7.5;9
100944;Gabriel Almeida;6.0;28
100945;Felipe Oliveira;4.9;19
100946;Rafael Costa;0.5;28
100947;Lucas Rocha;7.0;1
100948;Julia Martins;3.9;4
100949;Camila Santos;1.3;2
100950;Gustavo Oliveira;8.3;7
100951;Fernanda Santos;8.2;4
100952;Joao Gomes;7.8;7
100953;Lucas Lima;2.7;21
100954;Gustavo Rodrigues;4.1;27
100955;Thiago Rodrigues;2.0;20
100956;Camila Rodrigues;5.3;1
100957;Ana Martins;7.2;4
100958;Lucas Gomes;0.6;14
100959;Gabriel Costa;8.4;7
100960;Larissa Teixeira;8.7;22
100961;Joao Ferreira;8.4;1
100962;Beatriz Araujo;2.9;3
100963;Fernanda Costa;3.8;11
100964;Daniel Santos;6.6;9
100965;Mariana Barbosa;0.2;13
100966;Fernanda Martins;0.1;21
100967;Pedro Barbosa;3.7;17
100968;Felipe Santos;4.1;24
100969;Camila Rodrigues;6.3;4
100970;Mariana Rodrigues;6.9;12
100971;Gabriel Ribeiro;3.6;30
100972;Ana Carvalho;5.5;4
100973;Felipe Gomes;5.8;21
100974;Aline Ferreira;9.5;11
100975;Rafael Oliveira;9.0;17
100976;Gabriel Araujo;5.0;18
100977;Gustavo Ribeiro;7.8;14
100978;Bruno Gomes;6.4;5
100979;Maria Martins;1.2;6
100980;Julia Silva;5.7;14
100981;Julia Lima;9.8;2
100982;Camila Araujo;9.2;5
100983;Bruno Lima;7.0;16
100984;Camila Oliveira;0.8;18
100985;Maria Araujo;1.4;16
100986;Daniel Souza;6.2;2
100987;Daniel Almeida;6.4;8
100988;Gabriel Araujo;0.9;12
100989;Camila Ferreira;3.2;3
100990;Thiago Ferreira;0.2;4
100991;Mariana Martins;9.5;8
100992;Gustavo Oliveira;6.0;29
100993;Bruno Gomes;1.0;16
100994;Aline Silva;5.5;5
100995;Felipe Teixeira;1.8;5
100996;Maria Martins;8.5;24
100997;Pedro Costa;9.5;4
100998;Fernanda Melo;8.4;21
100999;Thiago Melo;8.7;8
